dataset,feature_name,reporting_name,block,variable_type,candidate_status,behavioural_reason,history_definition,nonmissing_training,missing_fraction_training,numeric_redundancy_hits_abs_rho_ge_0p80,categorical_redundancy_hits_v_ge_0p80,cross_type_hits_eta2_ge_0p50,recommended_action,recommended_reason,user_decision,user_note,final_action
group_snapshot,member_current_vy_mps_max,member_current_vy_mps_max,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_current_vy_mps_mean:0.851,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_current_speed_mps_mean,member_current_speed_mps_mean,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_current_speed_mps_max:0.965|dbscan_mean_speed_mps:0.865|member_current_speed_mps_min:0.841,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_current_speed_mps_min,member_current_speed_mps_min,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_current_speed_mps_mean:0.841,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_current_speed_mps_max,member_current_speed_mps_max,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_current_speed_mps_mean:0.965|dbscan_mean_speed_mps:0.818,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_mean_vy_mps_mean,member_history_mean_vy_mps_mean,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_history_y_displacement_m_mean:0.991|member_history_mean_vy_mps_min:0.900|member_history_y_displacement_m_min:0.894|member_history_mean_vy_mps_max:0.877|member_history_y_displacement_m_max:0.870,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_mean_vy_mps_min,member_history_mean_vy_mps_min,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_history_y_displacement_m_min:0.992|member_history_mean_vy_mps_mean:0.900|member_history_y_displacement_m_mean:0.894,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_mean_vy_mps_max,member_history_mean_vy_mps_max,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_history_y_displacement_m_max:0.990|member_history_mean_vy_mps_mean:0.877|member_history_y_displacement_m_mean:0.871,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_mean_speed_mps_mean,member_history_mean_speed_mps_mean,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_history_mean_speed_mps_max:0.946|member_history_mean_speed_mps_min:0.918|member_window_low_speed_fraction_mean:-0.888|member_window_low_speed_fraction_min:-0.846|member_window_low_speed_fraction_max:-0.836,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_mean_speed_mps_min,member_history_mean_speed_mps_min,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_window_low_speed_fraction_max:-0.919|member_history_mean_speed_mps_mean:0.918|member_window_low_speed_fraction_mean:-0.884|member_waiting_low_speed_time_sec_mean:-0.817|member_waiting_low_speed_time_sec_max:-0.814,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_mean_speed_mps_max,member_history_mean_speed_mps_max,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_history_mean_speed_mps_mean:0.946|member_window_low_speed_fraction_min:-0.851,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_y_displacement_m_mean,member_history_y_displacement_m_mean,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_history_mean_vy_mps_mean:0.991|member_history_y_displacement_m_min:0.899|member_history_mean_vy_mps_min:0.894|member_history_y_displacement_m_max:0.877|member_history_mean_vy_mps_max:0.871,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_y_displacement_m_min,member_history_y_displacement_m_min,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_history_mean_vy_mps_min:0.992|member_history_y_displacement_m_mean:0.899|member_history_mean_vy_mps_mean:0.894,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_y_displacement_m_max,member_history_y_displacement_m_max,member_motion,numeric,candidate,Aggregated eligible-member motion may indicate whether any member is preparing to cross.,,3691,0.0,member_history_mean_vy_mps_max:0.990|member_history_y_displacement_m_mean:0.877|member_history_mean_vy_mps_mean:0.870,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_window_low_speed_fraction_mean,member_window_low_speed_fraction_mean,member_waiting,numeric,candidate,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_window_low_speed_fraction_max:0.962|member_window_low_speed_fraction_min:0.924|member_history_mean_speed_mps_mean:-0.888|member_history_mean_speed_mps_min:-0.884|member_waiting_low_speed_time_sec_mean:0.849|member_waiting_low_speed_time_sec_max:0.823|member_waiting_low_speed_time_sec_min:0.801,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_window_low_speed_fraction_min,member_window_low_speed_fraction_min,member_waiting,numeric,candidate,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_window_low_speed_fraction_mean:0.924|member_history_mean_speed_mps_max:-0.851|member_waiting_low_speed_time_sec_min:0.849|member_history_mean_speed_mps_mean:-0.846,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_window_low_speed_fraction_max,member_window_low_speed_fraction_max,member_waiting,numeric,candidate,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_window_low_speed_fraction_mean:0.962|member_history_mean_speed_mps_min:-0.919|member_waiting_low_speed_time_sec_mean:0.863|member_waiting_low_speed_time_sec_max:0.861|member_history_mean_speed_mps_mean:-0.836,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_waiting_band_dwell_sec_mean,member_waiting_band_dwell_sec_mean,member_waiting,numeric,candidate,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_waiting_band_dwell_sec_max:0.982|member_waiting_low_speed_time_sec_mean:0.918|member_waiting_low_speed_time_sec_max:0.913|member_waiting_band_dwell_sec_min:0.830,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_waiting_band_dwell_sec_min,member_waiting_band_dwell_sec_min,member_waiting,numeric,candidate,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_waiting_low_speed_time_sec_min:0.869|member_waiting_band_dwell_sec_mean:0.830,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_waiting_band_dwell_sec_max,member_waiting_band_dwell_sec_max,member_waiting,numeric,candidate,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_waiting_band_dwell_sec_mean:0.982|member_waiting_low_speed_time_sec_max:0.924|member_waiting_low_speed_time_sec_mean:0.909,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_waiting_low_speed_time_sec_mean,member_waiting_low_speed_time_sec_mean,member_waiting,numeric,sensitivity_only,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_waiting_low_speed_time_sec_max:0.991|member_waiting_band_dwell_sec_mean:0.918|member_waiting_band_dwell_sec_max:0.909|member_window_low_speed_fraction_max:0.863|member_window_low_speed_fraction_mean:0.849|member_waiting_low_speed_time_sec_min:0.835|member_history_mean_speed_mps_min:-0.817,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_waiting_low_speed_time_sec_min,member_waiting_low_speed_time_sec_min,member_waiting,numeric,sensitivity_only,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_waiting_band_dwell_sec_min:0.869|member_window_low_speed_fraction_min:0.849|member_waiting_low_speed_time_sec_mean:0.835|member_window_low_speed_fraction_mean:0.801,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_waiting_low_speed_time_sec_max,member_waiting_low_speed_time_sec_max,member_waiting,numeric,sensitivity_only,Aggregated waiting behaviour may affect whether any member initiates crossing.,,3691,0.0,member_waiting_low_speed_time_sec_mean:0.991|member_waiting_band_dwell_sec_max:0.924|member_waiting_band_dwell_sec_mean:0.913|member_window_low_speed_fraction_max:0.861|member_window_low_speed_fraction_mean:0.823|member_history_mean_speed_mps_min:-0.814,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_observed_fraction_mean,member_history_observed_fraction_mean,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_max_unobserved_gap_sec_mean:-0.994|member_history_observed_fraction_min:0.989|member_history_max_unobserved_gap_sec_max:-0.983|member_history_interpolated_fraction_mean:-0.895|member_history_interpolated_fraction_max:-0.886,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_observed_fraction_min,member_history_observed_fraction_min,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_max_unobserved_gap_sec_max:-0.991|member_history_observed_fraction_mean:0.989|member_history_max_unobserved_gap_sec_mean:-0.980|member_history_interpolated_fraction_max:-0.889|member_history_interpolated_fraction_mean:-0.879,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_observed_fraction_max,member_history_observed_fraction_max,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_max_unobserved_gap_sec_min:-0.999|member_history_interpolated_fraction_min:-0.884,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_interpolated_fraction_mean,member_history_interpolated_fraction_mean,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_interpolated_fraction_max:0.990|member_history_observed_fraction_mean:-0.895|member_history_max_unobserved_gap_sec_mean:0.881|member_history_observed_fraction_min:-0.879|member_history_max_unobserved_gap_sec_max:0.863,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_interpolated_fraction_min,member_history_interpolated_fraction_min,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_observed_fraction_max:-0.884|member_history_max_unobserved_gap_sec_min:0.879,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_interpolated_fraction_max,member_history_interpolated_fraction_max,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_interpolated_fraction_mean:0.990|member_history_observed_fraction_min:-0.889|member_history_observed_fraction_mean:-0.886|member_history_max_unobserved_gap_sec_max:0.871|member_history_max_unobserved_gap_sec_mean:0.868,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_max_unobserved_gap_sec_mean,member_history_max_unobserved_gap_sec_mean,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_observed_fraction_mean:-0.994|member_history_max_unobserved_gap_sec_max:0.988|member_history_observed_fraction_min:-0.980|member_history_interpolated_fraction_mean:0.881|member_history_interpolated_fraction_max:0.868,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_max_unobserved_gap_sec_min,member_history_max_unobserved_gap_sec_min,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_observed_fraction_max:-0.999|member_history_interpolated_fraction_min:0.879,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,member_history_max_unobserved_gap_sec_max,member_history_max_unobserved_gap_sec_max,data_quality,numeric,candidate,Observation quality may influence reliability and is retained for audit.,,3691,0.0,member_history_observed_fraction_min:-0.991|member_history_max_unobserved_gap_sec_mean:0.988|member_history_observed_fraction_mean:-0.983|member_history_interpolated_fraction_max:0.871|member_history_interpolated_fraction_mean:0.863,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,active_vehicle_count,active_vehicle_count,traffic_context,numeric,candidate,Active-area traffic volume may influence crossing opportunity.,,3691,0.0,,,0,retain_for_preranking_candidate_review,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,approaching_vehicle_count,approaching_vehicle_count,traffic_context,numeric,candidate,Active-area traffic volume may influence crossing opportunity.,,3691,0.0,,,0,retain_for_preranking_candidate_review,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,stopped_vehicle_count,stopped_vehicle_count,traffic_context,numeric,candidate,Active-area traffic volume may influence crossing opportunity.,,3691,0.0,veh2_speed_mps:-0.806,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_present,veh1_present,ranked_vehicle_context,binary,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,veh1_class:0.998,0,retain_only_if_required_by_selected_parent_vehicle_feature,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_lateral_x_m,veh1_lateral_x_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3534,0.0425358981305879,,,0,retain_for_preranking_candidate_review,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_front_y_m,veh1_front_y_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3534,0.0425358981305879,veh1_history_mean_front_y_m:0.891,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_speed_mps,veh1_speed_mps,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3504,0.0506637767542671,veh1_closing_speed_mps:0.876|veh1_history_front_y_change_m:-0.816|veh1_ttc_capped_sec:-0.800,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_closing_speed_mps,veh1_closing_speed_mps,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3534,0.0425358981305879,veh1_speed_mps:0.876|veh1_history_front_y_change_m:-0.857|veh1_ttc_capped_sec:-0.825,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_ttc_capped_sec,veh1_ttc_capped_sec,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,veh1_closing_speed_mps:-0.825|veh1_history_front_y_change_m:0.805|veh1_speed_mps:-0.800,,1,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_ttc_infinite,veh1_ttc_infinite,ranked_vehicle_context,binary,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,,1,retain_only_if_required_by_selected_parent_vehicle_feature,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_class,veh1_class,ranked_vehicle_context,categorical,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,veh1_present:0.998,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_history_mean_front_y_m,veh1_history_mean_front_y_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3534,0.0425358981305879,veh1_front_y_m:0.891,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_history_front_y_change_m,veh1_history_front_y_change_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3534,0.0425358981305879,veh1_closing_speed_mps:-0.857|veh1_speed_mps:-0.816|veh1_ttc_capped_sec:0.805,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh1_history_observed_fraction,veh1_history_observed_fraction,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,,0,retain_for_preranking_candidate_review,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_present,veh2_present,ranked_vehicle_context,binary,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,veh2_class:0.999,1,retain_only_if_required_by_selected_parent_vehicle_feature,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_lateral_x_m,veh2_lateral_x_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3332,0.0972636141966946,,,0,retain_for_preranking_candidate_review,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_front_y_m,veh2_front_y_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3332,0.0972636141966946,veh2_history_mean_front_y_m:0.892,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_speed_mps,veh2_speed_mps,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3299,0.1062042806827418,veh2_closing_speed_mps:0.899|veh2_history_front_y_change_m:-0.833|stopped_vehicle_count:-0.806|veh2_ttc_capped_sec:-0.801,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_closing_speed_mps,veh2_closing_speed_mps,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3332,0.0972636141966946,veh2_speed_mps:0.899|veh2_history_front_y_change_m:-0.869|veh2_ttc_capped_sec:-0.822,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_ttc_capped_sec,veh2_ttc_capped_sec,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,veh2_closing_speed_mps:-0.822|veh2_history_front_y_change_m:0.805|veh2_speed_mps:-0.801,,1,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_ttc_infinite,veh2_ttc_infinite,ranked_vehicle_context,binary,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,,1,retain_only_if_required_by_selected_parent_vehicle_feature,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_class,veh2_class,ranked_vehicle_context,categorical,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,veh2_present:0.999,1,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_history_mean_front_y_m,veh2_history_mean_front_y_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3332,0.0972636141966946,veh2_front_y_m:0.892,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_history_front_y_change_m,veh2_history_front_y_change_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3332,0.0972636141966946,veh2_closing_speed_mps:-0.869|veh2_speed_mps:-0.833|veh2_ttc_capped_sec:0.805,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh2_history_observed_fraction,veh2_history_observed_fraction,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,,4,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh3_present,veh3_present,ranked_vehicle_context,binary,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3691,0.0,,veh3_class:0.999,2,retain_only_if_required_by_selected_parent_vehicle_feature,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh3_lateral_x_m,veh3_lateral_x_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3114,0.156326198862097,,,0,retain_for_preranking_candidate_review,Recommendation is provisional; user review is required before ranking.,,,
group_snapshot,veh3_front_y_m,veh3_front_y_m,ranked_vehicle_context,numeric,candidate,Top-three active-area vehicles describe immediate traffic exposure.,,3114,0.156326198862097,veh3_history_mean_front_y_m:0.886,,0,review_redundancy_before_ranking,Recommendation is provisional; user review is required before ranking.,,,
